tid,label,n_sectors_found,n_sectors_downloaded,sectors,total_size_mb,status,error,duration_s,downloaded_at
234523599,1,8,3,1;2;28,5.89,ok,,8.9,2026-05-04T19:24:55+00:00
141616639,0,2,2,47;53,3.81,ok,,5.7,2026-05-04T19:25:01+00:00
408549705,0,5,3,59;60;73,5.78,ok,,7.03,2026-05-04T19:25:08+00:00
408636441,1,10,3,16;17;24,5.58,ok,,7.57,2026-05-04T19:25:15+00:00
120916706,1,3,3,3;30;97,7.96,ok,,8.18,2026-05-04T19:25:24+00:00
329864959,0,8,3,16;17;56,5.68,ok,,7.55,2026-05-04T19:25:31+00:00
239372503,0,4,3,75;76;82,5.9,ok,,7.77,2026-05-04T19:25:39+00:00
326470400,0,1,1,11,1.98,ok,,7.07,2026-05-04T19:25:46+00:00
329709756,0,3,3,75;82;83,5.74,ok,,7.42,2026-05-04T19:25:53+00:00
379929661,1,3,3,34;61;88,5.75,ok,,7.55,2026-05-04T19:26:08+00:00
219698776,1,7,3,14;20;40,5.95,ok,,7.44,2026-05-04T19:26:16+00:00
401125028,1,4,3,62;63;89,5.93,ok,,7.59,2026-05-04T19:26:24+00:00
133505138,0,3,3,9;10;99,5.79,ok,,7.47,2026-05-04T19:26:31+00:00
358107516,1,18,3,27;28;29,5.55,ok,,7.79,2026-05-04T19:26:39+00:00
369480087,0,3,3,42;43;70,5.54,ok,,7.5,2026-05-04T19:26:46+00:00
385624852,0,6,3,35;36;37,5.52,ok,,7.65,2026-05-04T19:26:54+00:00
233681149,0,37,3,14;15;16,5.68,ok,,7.67,2026-05-04T19:27:02+00:00
232941965,1,1,1,75,2.02,ok,,3.16,2026-05-04T19:27:05+00:00
382302241,0,12,3,27;28;29,5.55,ok,,7.64,2026-05-04T19:27:12+00:00
443658196,0,1,1,38,1.95,ok,,3.05,2026-05-04T19:27:15+00:00
267867517,0,1,1,55,1.99,ok,,3.0,2026-05-04T19:27:18+00:00
258804746,1,5,3,31;42;43,5.54,ok,,7.72,2026-05-04T19:27:26+00:00
70524163,1,1,1,97,3.96,ok,,3.2,2026-05-04T19:27:29+00:00
366602797,0,2,2,71;73,3.86,ok,,5.42,2026-05-04T19:27:35+00:00
63898957,1,2,2,3;30,4.0,ok,,0.86,2026-05-04T19:27:36+00:00
279605855,0,3,3,52;77;78,5.17,ok,,7.7,2026-05-04T19:27:52+00:00
368536386,0,0,0,,0.0,no_data,,3.51,2026-05-04T19:27:55+00:00
268439377,0,2,2,88;89,4.14,ok,,5.6,2026-05-04T19:28:01+00:00
155005217,0,3,3,56;57;83,5.97,ok,,7.73,2026-05-04T19:28:09+00:00
98796344,1,2,2,4;31,3.76,ok,,4.51,2026-05-04T19:28:13+00:00
371711170,0,1,1,53,1.83,ok,,2.21,2026-05-04T19:28:16+00:00
322862882,0,1,1,91,2.01,ok,,2.32,2026-05-04T19:28:18+00:00
456305193,0,1,1,74,1.95,ok,,2.11,2026-05-04T19:28:20+00:00
410245915,0,2,2,8;35,3.63,ok,,3.83,2026-05-04T19:28:30+00:00
417948359,1,5,3,15;16;22,5.7,ok,,5.45,2026-05-04T19:28:35+00:00
21832928,1,4,3,25;26;52,5.49,ok,,5.64,2026-05-04T19:28:41+00:00
155807906,0,2,2,61;88,3.89,ok,,3.79,2026-05-04T19:28:44+00:00
69997672,0,3,3,40;41;54,5.92,ok,,5.45,2026-05-04T19:28:50+00:00
16005254,1,1,1,71,1.9,ok,,2.13,2026-05-04T19:28:52+00:00
156115721,0,1,1,34,1.85,ok,,2.2,2026-05-04T19:28:54+00:00
335483600,0,4,3,57;58;77,6.18,ok,,5.56,2026-05-04T19:29:00+00:00
298074836,1,11,3,14;15;20,5.8,ok,,6.01,2026-05-04T19:29:06+00:00
90448944,0,2,2,35;36,3.67,ok,,3.89,2026-05-04T19:29:10+00:00
317951248,0,1,1,33,1.89,ok,,2.19,2026-05-04T19:29:12+00:00
355636844,0,2,2,28;29,3.76,ok,,3.74,2026-05-04T19:29:16+00:00
192372961,0,1,1,58,2.03,ok,,2.24,2026-05-04T19:29:18+00:00
188768068,1,21,3,17;20;24,5.7,ok,,5.63,2026-05-04T19:29:23+00:00
307377219,0,2,2,71;72,3.76,ok,,4.15,2026-05-04T19:29:28+00:00
229455001,1,38,3,14;15;16,5.68,ok,,6.13,2026-05-04T19:29:34+00:00
291732201,0,0,0,,0.0,no_data,,4.29,2026-05-04T19:29:38+00:00
237808867,0,1,1,33,1.89,ok,,2.22,2026-05-04T19:29:40+00:00
357416482,0,3,3,24;51;78,5.07,ok,,9.18,2026-05-04T19:29:49+00:00
116257066,0,4,3,43;44;45,5.43,ok,,5.74,2026-05-04T19:29:55+00:00
303867090,0,1,1,90,2.04,ok,,2.33,2026-05-04T19:29:58+00:00
239816546,1,6,3,44;45;59,5.55,ok,,6.03,2026-05-04T19:30:04+00:00
468977648,0,4,3,62;63;89,5.93,ok,,9.44,2026-05-04T19:30:13+00:00
261141602,0,1,1,86,1.94,ok,,2.29,2026-05-04T19:30:20+00:00
110428269,0,5,3,14;40;41,5.97,ok,,5.52,2026-05-04T19:30:25+00:00
269333648,1,5,3,61;62;63,5.68,ok,,5.48,2026-05-04T19:30:31+00:00
51024887,0,3,3,18;58;59,5.75,ok,,5.55,2026-05-04T19:30:36+00:00
151825527,1,7,3,9;10;36,5.61,ok,,15.5,2026-05-04T19:30:52+00:00
260476837,0,22,3,11;12;13,6.11,ok,,11.8,2026-05-04T19:31:04+00:00
235683377,1,43,3,14;15;16,5.68,ok,,8.8,2026-05-04T19:31:12+00:00
127793615,0,1,1,38,1.95,ok,,5.94,2026-05-04T19:31:41+00:00
36574157,0,0,0,,0.0,no_data,,2.5,2026-05-04T19:31:43+00:00
1167538,1,4,3,5;31;32,5.69,ok,,9.57,2026-05-04T19:31:53+00:00
440801822,0,4,3,33;44;45,5.51,ok,,9.71,2026-05-04T19:32:11+00:00
367102581,0,5,3,52;53;58,5.65,ok,,9.67,2026-05-04T19:32:20+00:00
91576611,0,0,0,,0.0,no_data,,4.16,2026-05-04T19:32:25+00:00
321436679,0,2,2,59;73,3.9,ok,,8.56,2026-05-04T19:32:44+00:00
277103955,0,26,3,1;3;4,5.94,ok,,9.28,2026-05-04T19:32:53+00:00
140830390,0,32,3,11;12;13,6.11,ok,,10.06,2026-05-04T19:33:03+00:00
258777137,0,40,3,14;15;16,5.68,ok,,10.76,2026-05-04T19:33:14+00:00
318746829,0,0,0,,0.0,no_data,,9.66,2026-05-04T19:33:24+00:00
404518509,1,5,3,3;4;30,5.9,ok,,9.59,2026-05-04T19:33:33+00:00
73228647,1,5,3,10;37;64,5.75,ok,,11.87,2026-05-04T19:33:45+00:00
49705089,1,1,1,87,1.97,ok,,8.16,2026-05-04T19:33:53+00:00
233497719,0,25,3,24;25;26,5.64,ok,,8.59,2026-05-04T19:34:02+00:00
65347776,0,2,2,3;4,3.9,ok,,6.07,2026-05-04T19:34:08+00:00
158241252,1,4,3,26;40;53,5.71,ok,,9.91,2026-05-04T19:34:18+00:00
149845414,1,4,3,8;34;88,5.69,ok,,11.6,2026-05-04T19:34:29+00:00
199162630,0,3,3,76;77;83,5.86,ok,,10.44,2026-05-04T19:34:40+00:00
128501004,0,1,1,56,2.04,ok,,3.48,2026-05-04T19:34:43+00:00
230075120,0,20,3,47;48;49,6.0,ok,,13.08,2026-05-04T19:34:56+00:00
459762279,1,1,1,74,1.95,ok,,5.91,2026-05-04T19:35:02+00:00
468828873,0,0,0,,0.0,no_data,,9.74,2026-05-04T19:35:12+00:00
117256577,0,4,3,41;54;55,5.85,ok,,10.8,2026-05-04T19:35:23+00:00
73540072,1,1,1,50,1.92,ok,,7.34,2026-05-04T19:35:30+00:00
449050247,0,1,1,32,1.9,ok,,8.65,2026-05-04T19:35:39+00:00
350153977,1,11,3,12;13;27,5.91,ok,,11.54,2026-05-04T19:35:50+00:00
343628284,1,7,3,15;16;57,5.81,ok,,11.71,2026-05-04T19:36:02+00:00
67309890,0,2,0,,0.0,error,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",5.71,2026-05-04T19:36:08+00:00
116608612,0,5,3,43;44;45,5.43,ok,,9.95,2026-05-04T19:36:18+00:00
151930063,0,2,2,61;88,3.89,ok,,6.32,2026-05-04T19:36:24+00:00
409459226,0,2,2,33;34,3.75,ok,,6.65,2026-05-04T19:36:31+00:00
365733349,1,13,3,15;16;17,5.54,ok,,8.98,2026-05-04T19:36:40+00:00
82707763,0,1,1,37,1.85,ok,,5.05,2026-05-04T19:36:45+00:00
372172128,1,4,3,27;67;94,5.71,ok,,7.25,2026-05-04T19:36:52+00:00
102840239,1,5,3,36;63;90,5.82,ok,,0.39,2026-05-04T19:36:52+00:00
295354126,0,1,1,38,1.95,ok,,4.71,2026-05-04T19:36:57+00:00
146463781,0,2,2,7;8,3.6,ok,,6.63,2026-05-04T19:37:04+00:00
240823272,1,2,2,58;85,3.89,ok,,6.48,2026-05-04T19:37:10+00:00
186000935,0,2,2,41;54,3.86,ok,,6.36,2026-05-04T19:37:17+00:00
317507345,0,7,3,18;52;58,5.6,ok,,10.03,2026-05-04T19:37:27+00:00
115242351,0,3,3,29;69;96,5.68,ok,,9.76,2026-05-04T19:37:36+00:00
271478281,1,4,3,27;67;92,5.76,ok,,11.01,2026-05-04T19:37:47+00:00
237200747,0,42,3,14;15;16,5.68,ok,,9.69,2026-05-04T19:38:06+00:00
207501148,0,16,3,16;19;22,5.63,ok,,11.35,2026-05-04T19:38:18+00:00
143526444,0,3,3,7;8;34,5.45,ok,,9.4,2026-05-04T19:38:27+00:00
155995204,0,2,2,28;29,3.76,ok,,5.47,2026-05-04T19:38:33+00:00
49428710,1,3,3,45;46;72,5.69,ok,,8.9,2026-05-04T19:38:42+00:00
287139872,1,42,3,14;15;16,5.68,ok,,0.36,2026-05-04T19:38:42+00:00
44898913,1,4,3,4;5;31,5.68,ok,,13.46,2026-05-04T19:38:55+00:00
435167167,0,0,0,,0.0,no_data,,3.57,2026-05-04T19:39:07+00:00
405862830,0,0,0,,0.0,no_data,,4.04,2026-05-04T19:39:11+00:00
80174172,0,0,0,,0.0,no_data,,3.4,2026-05-04T19:39:14+00:00
441732151,0,37,3,15;16;17,5.54,ok,,9.71,2026-05-04T19:39:24+00:00
142937186,1,1,1,31,1.86,ok,,5.34,2026-05-04T19:39:29+00:00
384386061,0,4,3,66;93;100,5.95,ok,,7.89,2026-05-04T19:39:37+00:00
372207328,1,8,3,16;17;18,5.42,ok,,8.72,2026-05-04T19:39:46+00:00
460984940,1,7,3,10;11;37,5.76,ok,,6.55,2026-05-04T19:39:52+00:00
73244652,0,2,2,60;74,3.83,ok,,5.59,2026-05-04T19:39:58+00:00
278968371,0,1,1,54,1.92,ok,,3.88,2026-05-04T19:40:02+00:00
469436001,0,0,0,,0.0,no_data,,6.6,2026-05-04T19:40:08+00:00
118308828,0,5,3,61;62;63,5.68,ok,,6.56,2026-05-04T19:40:21+00:00
459942762,0,2,2,5;32,3.83,ok,,3.85,2026-05-04T19:40:31+00:00
252636888,0,1,1,57,2.1,ok,,2.86,2026-05-04T19:40:34+00:00
410153553,1,8,3,1;27;28,5.67,ok,,6.19,2026-05-04T19:40:40+00:00
175079720,0,1,1,61,1.86,ok,,2.36,2026-05-04T19:40:43+00:00
176956893,1,29,3,27;28;29,5.55,ok,,5.71,2026-05-04T19:40:48+00:00
258871793,0,27,3,23;24;25,5.77,ok,,5.69,2026-05-04T19:40:54+00:00
318753380,1,1,1,31,1.86,ok,,2.2,2026-05-04T19:40:56+00:00
48103627,1,4,3,9;35;36,5.52,ok,,5.56,2026-05-04T19:41:02+00:00
390651552,1,2,2,23;50,3.88,ok,,4.9,2026-05-04T19:41:07+00:00
293607057,1,3,3,62;89;100,5.92,ok,,8.73,2026-05-04T19:41:15+00:00
235684392,0,22,3,47;48;50,5.96,ok,,8.22,2026-05-04T19:41:24+00:00
188589164,1,3,3,24;25;78,5.15,ok,,8.33,2026-05-04T19:41:32+00:00
90544017,0,1,1,35,1.83,ok,,2.64,2026-05-04T19:41:35+00:00
263203229,0,1,1,93,1.92,ok,,3.93,2026-05-04T19:41:39+00:00
294315741,0,1,1,87,1.97,ok,,4.41,2026-05-04T19:41:43+00:00
394509844,0,2,2,38;39,3.99,ok,,6.11,2026-05-04T19:41:49+00:00
295413003,0,1,1,55,1.99,ok,,4.24,2026-05-04T19:41:53+00:00
294173437,0,4,3,75;76;81,5.95,ok,,5.5,2026-05-04T19:41:59+00:00
259168516,1,42,3,14;15;16,5.68,ok,,7.31,2026-05-04T19:42:06+00:00
376353509,1,4,3,52;59;79,5.71,ok,,6.43,2026-05-04T19:42:13+00:00
5772442,0,1,1,34,1.85,ok,,2.41,2026-05-04T19:42:29+00:00
71401634,0,0,0,,0.0,no_data,,22.0,2026-05-04T19:42:51+00:00
233569098,0,11,3,40;41;47,5.99,ok,,6.75,2026-05-04T19:43:06+00:00
402848417,0,0,0,,0.0,no_data,,3.84,2026-05-04T19:43:10+00:00
349790953,0,25,3,1;3;4,5.94,ok,,6.03,2026-05-04T19:43:16+00:00
392112968,0,2,2,64;65,4.01,ok,,4.48,2026-05-04T19:43:20+00:00
129107501,0,1,1,83,1.83,ok,,2.56,2026-05-04T19:43:31+00:00
308919449,0,23,3,1;2;4,5.94,ok,,5.75,2026-05-04T19:43:37+00:00
332558858,1,1,1,31,1.86,ok,,3.56,2026-05-04T19:43:40+00:00
275111900,0,5,3,55;56;76,6.01,ok,,5.85,2026-05-04T19:43:46+00:00
445137888,0,1,1,58,2.03,ok,,3.62,2026-05-04T19:43:50+00:00
209459275,1,2,2,31;97,5.82,ok,,4.02,2026-05-04T19:43:54+00:00
367333043,0,0,0,,0.0,no_data,,4.44,2026-05-04T19:43:58+00:00
327577308,0,0,0,,0.0,no_data,,2.71,2026-05-04T19:44:01+00:00
374847873,0,1,1,90,2.04,ok,,2.98,2026-05-04T19:44:04+00:00
390157607,0,0,0,,0.0,no_data,,3.2,2026-05-04T19:44:07+00:00
144700903,1,4,3,6;71;72,5.36,ok,,5.45,2026-05-04T19:44:13+00:00
12421862,1,4,3,2;29;69,5.81,ok,,5.32,2026-05-04T19:44:18+00:00
73649615,1,5,3,10;11;37,5.76,ok,,6.32,2026-05-04T19:44:24+00:00
269509393,0,0,0,,0.0,no_data,,3.22,2026-05-04T19:44:28+00:00
28900646,1,3,3,19;59;86,5.71,ok,,5.51,2026-05-04T19:44:33+00:00
219466803,0,3,3,60;74;75,5.86,ok,,6.31,2026-05-04T19:44:39+00:00
462162963,0,1,1,90,2.04,ok,,3.74,2026-05-04T19:44:44+00:00
274762761,0,7,3,14;15;41,5.81,ok,,6.14,2026-05-04T19:44:56+00:00
138361973,0,3,3,40;74;75,6.04,ok,,6.74,2026-05-04T19:45:03+00:00
470315428,0,1,1,59,1.93,ok,,4.24,2026-05-04T19:45:07+00:00
219860288,1,39,3,15;16;17,5.54,ok,,6.76,2026-05-04T19:45:14+00:00
183979262,0,6,3,1;2;27,5.83,ok,,6.05,2026-05-04T19:45:20+00:00
152714791,0,0,0,,0.0,no_data,,2.31,2026-05-04T19:45:22+00:00
288391628,0,5,3,40;41;47,5.99,ok,,5.41,2026-05-04T19:45:27+00:00
305550963,0,7,3,56;57;58,6.17,ok,,5.9,2026-05-04T19:45:33+00:00
376740324,0,1,1,90,2.04,ok,,2.83,2026-05-04T19:45:36+00:00
22020459,0,1,1,62,1.88,ok,,3.28,2026-05-04T19:45:45+00:00
373453507,0,0,0,,0.0,no_data,,8.15,2026-05-04T19:45:53+00:00
419946164,0,0,0,,0.0,no_data,,2.08,2026-05-04T19:45:56+00:00
427654774,0,7,3,17;18;52,5.41,ok,,6.09,2026-05-04T19:46:02+00:00
132320310,0,0,0,,0.0,no_data,,2.77,2026-05-04T19:46:05+00:00
416987878,0,0,0,,0.0,no_data,,3.87,2026-05-04T19:46:09+00:00
140706664,0,1,1,35,1.83,ok,,6.29,2026-05-04T19:46:15+00:00
187532854,0,1,1,73,1.96,ok,,2.25,2026-05-04T19:46:23+00:00
1001477809,0,4,3,48;49;75,0.0,ok,,8.66,2026-05-04T19:46:32+00:00
199688472,0,42,3,14;15;16,5.68,ok,,6.62,2026-05-04T19:46:39+00:00
218795833,1,4,3,7;34;61,5.51,ok,,5.92,2026-05-04T19:46:45+00:00
219189765,1,5,3,9;36;63,5.63,ok,,5.73,2026-05-04T19:46:50+00:00
83053699,0,4,3,57;58;77,6.18,ok,,5.87,2026-05-04T19:46:56+00:00
287156968,1,11,3,11;12;13,6.11,ok,,5.89,2026-05-04T19:47:02+00:00
113921235,1,5,3,42;43;44,5.45,ok,,5.43,2026-05-04T19:47:07+00:00
167418898,0,29,3,1;2;3,6.04,ok,,5.83,2026-05-04T19:47:13+00:00
277987172,0,1,1,81,1.95,ok,,2.17,2026-05-04T19:47:15+00:00
82362447,0,4,3,8;35;61,5.5,ok,,5.62,2026-05-04T19:47:21+00:00
58542531,1,5,3,19;43;44,5.42,ok,,8.17,2026-05-04T19:47:29+00:00
394357918,1,9,3,1;28;39,5.93,ok,,5.43,2026-05-04T19:47:35+00:00
361711730,1,4,3,66;93;100,5.95,ok,,5.37,2026-05-04T19:47:40+00:00
358070912,1,11,3,63;66;67,6.07,ok,,5.74,2026-05-04T19:47:46+00:00
201154493,0,0,0,,0.0,no_data,,2.02,2026-05-04T19:47:48+00:00
193634953,1,4,3,74;78;80,5.22,ok,,5.75,2026-05-04T19:47:54+00:00
37770169,1,3,3,6;33;87,5.46,ok,,5.41,2026-05-04T19:47:59+00:00
153197346,0,0,0,,0.0,no_data,,3.26,2026-05-04T19:48:02+00:00
461387302,0,0,0,,0.0,no_data,,2.84,2026-05-04T19:48:05+00:00
249812036,0,6,3,56;57;76,6.12,ok,,6.09,2026-05-04T19:48:11+00:00
233735068,0,41,3,14;15;16,5.68,ok,,6.6,2026-05-04T19:48:18+00:00
206466531,0,4,3,3;4;30,5.9,ok,,8.88,2026-05-04T19:48:27+00:00
150098860,1,38,3,1;2;4,5.94,ok,,5.91,2026-05-04T19:48:33+00:00
147340931,0,1,1,36,1.84,ok,,2.78,2026-05-04T19:48:35+00:00
300810086,0,23,3,10;11;12,5.95,ok,,6.51,2026-05-04T19:48:42+00:00
404505029,1,2,2,23;50,3.88,ok,,4.62,2026-05-04T19:48:47+00:00
314724818,0,2,2,38;65,3.99,ok,,3.82,2026-05-04T19:48:50+00:00
236387002,1,5,3,24;25;51,5.62,ok,,5.49,2026-05-04T19:48:56+00:00
76505260,0,0,0,,0.0,no_data,,1.95,2026-05-04T19:48:58+00:00
374177909,0,0,0,,0.0,no_data,,2.77,2026-05-04T19:49:01+00:00
279982557,0,23,3,15;16;17,5.54,ok,,5.82,2026-05-04T19:49:07+00:00
369861731,0,1,1,94,1.89,ok,,2.57,2026-05-04T19:49:09+00:00
380886535,0,4,3,30;42;43,5.67,ok,,8.08,2026-05-04T19:49:17+00:00
260298958,0,25,3,27;28;29,5.55,ok,,6.03,2026-05-04T19:49:30+00:00
310002617,1,12,3,40;41;47,5.99,ok,,6.91,2026-05-04T19:49:37+00:00
197959526,0,1,1,28,1.85,ok,,3.36,2026-05-04T19:49:40+00:00
431585347,0,0,0,,0.0,no_data,,2.33,2026-05-04T19:49:43+00:00
155491828,0,1,1,34,1.85,ok,,2.22,2026-05-04T19:49:45+00:00
366563452,0,20,3,17;18;19,5.45,ok,,7.63,2026-05-04T19:49:52+00:00
262530407,1,5,3,2;3;29,5.92,ok,,5.91,2026-05-04T19:49:58+00:00
444523623,0,0,0,,0.0,no_data,,2.62,2026-05-04T19:50:14+00:00
250484865,0,1,1,33,1.89,ok,,3.15,2026-05-04T19:50:17+00:00
137500798,0,7,3,40;47;53,5.88,ok,,5.7,2026-05-04T19:50:22+00:00
345333936,0,2,2,77;78,3.38,ok,,3.79,2026-05-04T19:50:26+00:00
74482749,0,2,2,35;36,3.67,ok,,5.0,2026-05-04T19:50:31+00:00
431999925,0,2,2,7;34,3.65,ok,,4.22,2026-05-04T19:50:35+00:00
97700520,0,2,2,33;34,3.75,ok,,3.82,2026-05-04T19:50:39+00:00
312899686,0,2,2,75;82,3.92,ok,,4.28,2026-05-04T19:50:44+00:00
62530991,0,2,2,8;61,3.67,ok,,4.88,2026-05-04T19:50:48+00:00
146434840,0,0,0,,0.0,no_data,,6.26,2026-05-04T19:50:55+00:00
439867639,1,2,2,4;31,3.76,ok,,9.63,2026-05-04T19:51:04+00:00
420446142,0,0,0,,0.0,no_data,,2.4,2026-05-04T19:51:07+00:00
54085154,0,2,2,9;36,3.69,ok,,6.44,2026-05-04T19:51:13+00:00
323687123,1,4,3,44;45;46,5.6,ok,,8.59,2026-05-04T19:51:22+00:00
393251073,0,1,1,47,1.98,ok,,2.28,2026-05-04T19:51:24+00:00
17865622,1,3,3,56;82;83,5.76,ok,,6.0,2026-05-04T19:51:30+00:00
370745311,0,3,3,36;37;38,5.64,ok,,7.13,2026-05-04T19:51:37+00:00
437740083,0,1,1,84,1.88,ok,,4.56,2026-05-04T19:51:42+00:00
368739874,1,1,1,51,1.8,ok,,4.21,2026-05-04T19:51:46+00:00
98494121,0,0,0,,0.0,no_data,,2.57,2026-05-04T19:51:49+00:00
140691463,1,35,3,9;11;12,5.88,ok,,6.34,2026-05-04T19:51:55+00:00
219854519,1,28,3,40;41;47,5.99,ok,,7.67,2026-05-04T19:52:03+00:00
273069412,0,0,0,,0.0,no_data,,6.73,2026-05-04T19:52:09+00:00
425220920,0,0,0,,0.0,no_data,,3.4,2026-05-04T19:52:13+00:00
289661991,1,3,3,47;60;74,5.82,ok,,5.98,2026-05-04T19:52:19+00:00
207141131,1,6,3,2;3;29,5.92,ok,,7.85,2026-05-04T19:52:27+00:00
240148934,0,3,3,43;44;45,5.43,ok,,7.42,2026-05-04T19:52:34+00:00
394561119,1,5,3,38;39;65,6.03,ok,,6.51,2026-05-04T19:52:40+00:00
295807723,0,4,3,75;76;82,5.9,ok,,7.34,2026-05-04T19:52:54+00:00
319282294,0,0,0,,0.0,no_data,,3.12,2026-05-04T19:52:57+00:00
141488193,1,6,3,40;47;53,5.88,ok,,8.75,2026-05-04T19:53:14+00:00
23863106,0,0,0,,0.0,no_data,,1.77,2026-05-04T19:53:16+00:00
341729521,0,4,3,34;35;36,5.52,ok,,8.53,2026-05-04T19:53:25+00:00
253132689,0,2,2,37;38,3.81,ok,,5.06,2026-05-04T19:53:30+00:00
102734241,1,8,3,14;41;54,5.83,ok,,6.47,2026-05-04T19:53:36+00:00
400476523,0,16,3,40;41;47,5.99,ok,,8.01,2026-05-04T19:53:51+00:00
24364065,0,3,3,40;74;81,5.96,ok,,5.47,2026-05-04T19:53:57+00:00
389900760,1,8,3,18;24;25,5.6,ok,,7.18,2026-05-04T19:54:04+00:00
89702406,0,6,3,35;36;37,5.52,ok,,7.05,2026-05-04T19:54:11+00:00
4070275,1,3,3,5;32;98,7.99,ok,,6.49,2026-05-04T19:54:17+00:00
305512837,0,0,0,,0.0,no_data,,2.56,2026-05-04T19:54:20+00:00
400323948,0,2,2,37;38,3.81,ok,,4.73,2026-05-04T19:54:25+00:00
379931600,0,4,3,40;54;74,5.93,ok,,6.35,2026-05-04T19:54:31+00:00
407966340,1,6,3,5;32;43,5.64,ok,,0.42,2026-05-04T19:54:32+00:00
124709665,0,1,1,33,1.89,ok,,3.47,2026-05-04T19:54:35+00:00
136971594,0,1,1,55,1.99,ok,,3.13,2026-05-04T19:54:38+00:00
349786918,0,10,3,4;5;6,5.42,ok,,7.91,2026-05-04T19:54:46+00:00
76923707,1,4,3,2;29;69,5.81,ok,,6.5,2026-05-04T19:54:53+00:00
230055368,1,2,2,22;49,3.95,ok,,4.62,2026-05-04T19:54:57+00:00
470974162,0,1,1,47,1.98,ok,,3.45,2026-05-04T19:55:01+00:00
319068154,0,1,1,77,2.05,ok,,3.83,2026-05-04T19:55:04+00:00
313891529,0,2,2,29;96,3.79,ok,,5.62,2026-05-04T19:55:10+00:00
170103435,0,1,1,7,1.79,ok,,2.9,2026-05-04T19:55:13+00:00
469184909,0,3,3,63;64;90,5.95,ok,,7.45,2026-05-04T19:55:20+00:00
394722182,1,4,3,66;67;93,6.04,ok,,7.28,2026-05-04T19:55:28+00:00
194179013,0,3,3,91;92;93,5.87,ok,,7.0,2026-05-04T19:55:35+00:00
257052211,0,0,0,,0.0,no_data,,2.89,2026-05-04T19:55:38+00:00
350995812,0,6,3,40;41;54,5.92,ok,,7.26,2026-05-04T19:55:45+00:00
341297143,0,2,2,81;82,3.84,ok,,5.35,2026-05-04T19:55:50+00:00
384045439,0,2,2,77;83,3.88,ok,,8.85,2026-05-04T19:55:59+00:00
89535068,0,3,3,35;36;37,5.52,ok,,5.55,2026-05-04T19:56:05+00:00
259126549,0,33,3,23;24;25,5.77,ok,,6.53,2026-05-04T19:56:11+00:00
188593930,0,2,2,29;42,3.78,ok,,5.97,2026-05-04T19:56:17+00:00
311121985,0,3,3,19;59;73,5.73,ok,,6.08,2026-05-04T19:56:23+00:00
232568235,1,6,3,23;24;25,5.77,ok,,7.33,2026-05-04T19:56:31+00:00
48188920,0,1,1,54,1.92,ok,,3.15,2026-05-04T19:56:40+00:00
460140752,0,2,2,36;37,3.69,ok,,5.8,2026-05-04T19:56:46+00:00
285524410,0,4,3,61;62;88,5.77,ok,,7.37,2026-05-04T19:56:53+00:00
26054627,1,2,2,70;71,3.76,ok,,4.1,2026-05-04T19:56:57+00:00
329148988,1,9,3,16;17;24,5.58,ok,,5.87,2026-05-04T19:57:03+00:00
446549906,1,3,3,67;93;94,5.83,ok,,7.49,2026-05-04T19:57:11+00:00
126772538,0,0,0,,0.0,no_data,,2.42,2026-05-04T19:57:13+00:00
427352241,0,1,1,6,1.6,ok,,5.4,2026-05-04T19:57:19+00:00
17005768,0,3,3,17;57;84,5.82,ok,,6.45,2026-05-04T19:57:25+00:00
353586703,0,1,1,73,1.96,ok,,2.94,2026-05-04T19:57:28+00:00
160162987,0,8,3,40;41;47,5.99,ok,,6.41,2026-05-04T19:57:34+00:00
169765334,1,5,3,29;42;69,5.66,ok,,6.16,2026-05-04T19:57:41+00:00
55652896,1,43,3,1;2;3,6.04,ok,,0.42,2026-05-04T19:57:41+00:00
29960110,1,2,2,4;31,3.76,ok,,4.26,2026-05-04T19:57:45+00:00
239977528,1,4,3,60;71;72,5.64,ok,,6.79,2026-05-04T19:57:52+00:00
470381900,1,2,2,19;59,3.77,ok,,5.96,2026-05-04T19:57:58+00:00
292797572,0,0,0,,0.0,no_data,,2.79,2026-05-04T19:58:01+00:00
47617038,0,1,1,65,2.04,ok,,3.8,2026-05-04T19:58:05+00:00
190430205,0,0,0,,0.0,no_data,,3.93,2026-05-04T19:58:09+00:00
151920165,1,4,3,63;90;100,5.92,ok,,9.26,2026-05-04T19:58:18+00:00
424699834,0,12,3,56;57;58,6.17,ok,,7.82,2026-05-04T19:58:26+00:00
7439481,0,2,2,38;64,3.92,ok,,5.66,2026-05-04T19:58:31+00:00
118327550,1,4,3,2;29;69,5.81,ok,,7.82,2026-05-04T19:58:39+00:00
313675203,0,5,3,11;65;100,5.96,ok,,7.69,2026-05-04T19:58:47+00:00
76420654,1,2,2,74;80,3.89,ok,,5.97,2026-05-04T19:58:53+00:00
370133522,1,5,3,13;27;67,5.89,ok,,7.51,2026-05-04T19:59:00+00:00
119292328,1,5,3,6;7;33,5.28,ok,,7.63,2026-05-04T19:59:08+00:00
424747720,0,2,2,13;27,3.86,ok,,7.74,2026-05-04T19:59:16+00:00
180987952,0,5,3,35;61;62,5.57,ok,,8.33,2026-05-04T19:59:24+00:00
167098530,0,1,1,55,1.99,ok,,3.81,2026-05-04T19:59:28+00:00
