tid,label,sector_chosen,valid_fraction,n_points_raw,status,error,duration_s,processed_at
73228647,1,64,0.976,19385,ok,,0.51,2026-05-05T04:47:14+00:00
49705089,1,87,0.7437,19370,ok,,0.55,2026-05-05T04:47:15+00:00
233497719,0,24,0.9646,19074,ok,,0.61,2026-05-05T04:47:15+00:00
65347776,0,4,0.7978,18684,ok,,0.55,2026-05-05T04:47:16+00:00
158241252,1,40,0.9661,20309,ok,,0.56,2026-05-05T04:47:16+00:00
149845414,1,34,0.9266,18231,ok,,0.56,2026-05-05T04:47:17+00:00
199162630,0,76,0.9759,19502,ok,,0.6,2026-05-05T04:47:18+00:00
128501004,0,56,0.9768,20079,ok,,0.5,2026-05-05T04:47:18+00:00
230075120,0,47,0.8643,19544,ok,,0.51,2026-05-05T04:47:19+00:00
459762279,1,74,0.6496,19232,ok,,0.55,2026-05-05T04:47:19+00:00
117256577,0,55,0.9654,19562,ok,,0.55,2026-05-05T04:47:20+00:00
73540072,1,50,0.5692,18896,ok,,0.53,2026-05-05T04:47:20+00:00
449050247,0,32,0.9219,18730,ok,,0.51,2026-05-05T04:47:21+00:00
350153977,1,13,0.8534,20479,ok,,0.56,2026-05-05T04:47:21+00:00
343628284,1,15,0.9493,18757,ok,,0.6,2026-05-05T04:47:22+00:00
116608612,0,44,0.9304,17466,ok,,0.54,2026-05-05T04:47:22+00:00
151930063,0,88,0.9487,20000,ok,,0.6,2026-05-05T04:47:23+00:00
409459226,0,33,0.9383,18609,ok,,0.58,2026-05-05T04:47:24+00:00
365733349,1,17,0.8016,18012,ok,,0.56,2026-05-05T04:47:24+00:00
82707763,0,37,0.7947,18249,ok,,0.55,2026-05-05T04:47:25+00:00
372172128,1,94,0.8227,18620,ok,,0.63,2026-05-05T04:47:25+00:00
102840239,1,63,0.9734,19107,ok,,0.64,2026-05-05T04:47:27+00:00
295354126,0,38,0.9629,19226,ok,,0.63,2026-05-05T04:47:27+00:00
146463781,0,7,0.9291,17612,ok,,1.95,2026-05-05T04:47:29+00:00
240823272,1,58,0.8763,19962,ok,,2.2,2026-05-05T04:47:31+00:00
186000935,0,41,0.957,19149,ok,,2.19,2026-05-05T04:47:34+00:00
317507345,0,58,0.9769,19962,ok,,1.96,2026-05-05T04:47:36+00:00
115242351,0,96,0.8272,18487,ok,,2.08,2026-05-05T04:47:38+00:00
271478281,1,27,0.9569,17546,ok,,2.14,2026-05-05T04:47:40+00:00
237200747,0,14,0.9628,19337,ok,,2.09,2026-05-05T04:47:46+00:00
207501148,0,19,0.914,18052,ok,,2.57,2026-05-05T04:47:49+00:00
143526444,0,7,0.9291,17612,ok,,2.41,2026-05-05T04:47:51+00:00
155995204,0,29,0.777,18864,ok,,2.35,2026-05-05T04:47:53+00:00
49428710,1,45,0.896,18089,ok,,1.89,2026-05-05T04:47:55+00:00
287139872,1,14,0.9545,19337,ok,,0.88,2026-05-05T04:47:57+00:00
44898913,1,5,0.9109,18944,ok,,0.6,2026-05-05T04:47:57+00:00
441732151,0,15,0.9371,18757,ok,,0.52,2026-05-05T04:48:00+00:00
142937186,1,31,0.9099,18314,ok,,0.62,2026-05-05T04:48:00+00:00
384386061,0,93,0.8091,18862,ok,,0.75,2026-05-05T04:48:01+00:00
372207328,1,18,0.8448,17554,ok,,1.12,2026-05-05T04:48:02+00:00
460984940,1,37,0.9504,18249,ok,,0.7,2026-05-05T04:48:03+00:00
73244652,0,60,0.6889,18494,ok,,0.65,2026-05-05T04:48:03+00:00
278968371,0,54,0.7434,18890,ok,,0.68,2026-05-05T04:48:04+00:00
118308828,0,63,0.9734,19107,ok,,0.65,2026-05-05T04:48:06+00:00
459942762,0,32,0.9229,18730,ok,,0.64,2026-05-05T04:48:08+00:00
252636888,0,57,0.8688,20712,ok,,0.53,2026-05-05T04:48:08+00:00
410153553,1,27,0.9205,17546,ok,,0.58,2026-05-05T04:48:09+00:00
175079720,0,61,0.854,18312,ok,,0.55,2026-05-05T04:48:10+00:00
176956893,1,27,0.7936,17546,ok,,0.59,2026-05-05T04:48:10+00:00
258871793,0,24,0.9646,19074,ok,,0.56,2026-05-05T04:48:11+00:00
318753380,1,31,0.8847,18314,ok,,0.56,2026-05-05T04:48:11+00:00
48103627,1,36,0.8501,18066,ok,,0.59,2026-05-05T04:48:12+00:00
390651552,1,23,0.7203,19279,ok,,0.57,2026-05-05T04:48:12+00:00
293607057,1,89,0.9259,20745,ok,,0.56,2026-05-05T04:48:13+00:00
235684392,0,47,0.8405,19544,ok,,0.62,2026-05-05T04:48:14+00:00
188589164,1,25,0.9491,18489,ok,,0.6,2026-05-05T04:48:14+00:00
90544017,0,35,0.7686,17997,ok,,0.8,2026-05-05T04:48:15+00:00
263203229,0,93,0.8505,18862,ok,,0.66,2026-05-05T04:48:16+00:00
294315741,0,87,0.7749,19370,ok,,0.57,2026-05-05T04:48:16+00:00
394509844,0,38,0.9629,19226,ok,,0.57,2026-05-05T04:48:17+00:00
295413003,0,55,0.9654,19562,ok,,0.6,2026-05-05T04:48:17+00:00
294173437,0,76,0.9759,19502,ok,,0.58,2026-05-05T04:48:18+00:00
259168516,1,14,0.9628,19337,ok,,0.56,2026-05-05T04:48:19+00:00
376353509,1,79,0.9761,19542,ok,,0.57,2026-05-05T04:48:19+00:00
5772442,0,34,0.9185,18231,ok,,0.55,2026-05-05T04:48:23+00:00
233569098,0,40,0.9661,20309,ok,,0.64,2026-05-05T04:48:25+00:00
349790953,0,1,0.9265,20076,ok,,0.63,2026-05-05T04:48:25+00:00
392112968,0,64,0.976,19385,ok,,0.68,2026-05-05T04:48:26+00:00
129107501,0,83,0.9651,17967,ok,,0.56,2026-05-05T04:48:30+00:00
308919449,0,1,0.9265,20076,ok,,0.61,2026-05-05T04:48:33+00:00
332558858,1,31,0.9047,18314,ok,,0.55,2026-05-05T04:48:33+00:00
275111900,0,56,0.9768,20079,ok,,0.56,2026-05-05T04:48:34+00:00
445137888,0,58,0.8841,19962,ok,,0.52,2026-05-05T04:48:34+00:00
209459275,1,31,0.9067,18314,ok,,0.58,2026-05-05T04:48:35+00:00
374847873,0,90,0.9588,20105,ok,,0.56,2026-05-05T04:48:35+00:00
144700903,1,6,0.9314,15678,ok,,0.61,2026-05-05T04:48:36+00:00
12421862,1,2,0.9427,19737,ok,,0.59,2026-05-05T04:48:37+00:00
73649615,1,37,0.864,18249,ok,,0.56,2026-05-05T04:48:37+00:00
28900646,1,19,0.948,18052,ok,,1.08,2026-05-05T04:48:38+00:00
219466803,0,74,0.6833,19232,ok,,1.02,2026-05-05T04:48:39+00:00
462162963,0,90,0.9588,20105,ok,,1.19,2026-05-05T04:48:44+00:00
274762761,0,41,0.9267,19149,ok,,0.71,2026-05-05T04:48:47+00:00
138361973,0,74,0.9772,19232,ok,,0.79,2026-05-05T04:48:48+00:00
470315428,0,59,0.8737,19029,ok,,0.8,2026-05-05T04:48:48+00:00
219860288,1,16,0.8872,17765,ok,,0.77,2026-05-05T04:48:49+00:00
183979262,0,27,0.9569,17546,ok,,0.64,2026-05-05T04:48:50+00:00
288391628,0,40,0.9661,20309,ok,,0.66,2026-05-05T04:48:50+00:00
305550963,0,58,0.9231,19962,ok,,0.75,2026-05-05T04:48:51+00:00
376740324,0,90,0.9588,20105,ok,,0.68,2026-05-05T04:48:52+00:00
22020459,0,62,0.8264,18517,ok,,0.8,2026-05-05T04:48:54+00:00
427654774,0,52,0.9433,17602,ok,,0.74,2026-05-05T04:48:57+00:00
140706664,0,35,0.7659,17997,ok,,0.75,2026-05-05T04:48:58+00:00
187532854,0,73,0.591,19337,ok,,0.67,2026-05-05T04:49:00+00:00
1001477809,0,-1,0.0,0,no_fits,,0.67,2026-05-05T04:49:01+00:00
199688472,0,14,0.9628,19337,ok,,0.76,2026-05-05T04:49:02+00:00
218795833,1,7,0.9266,17612,ok,,0.77,2026-05-05T04:49:03+00:00
219189765,1,63,0.8989,19107,ok,,0.74,2026-05-05T04:49:03+00:00
83053699,0,58,0.9533,19962,ok,,0.84,2026-05-05T04:49:04+00:00
287156968,1,13,0.8534,20479,ok,,0.78,2026-05-05T04:49:05+00:00
113921235,1,44,0.8973,17466,ok,,0.82,2026-05-05T04:49:06+00:00
167418898,0,1,0.9265,20076,ok,,0.98,2026-05-05T04:49:07+00:00
277987172,0,81,0.7882,19174,ok,,1.2,2026-05-05T04:49:08+00:00
82362447,0,61,0.8528,18312,ok,,0.67,2026-05-05T04:49:09+00:00
58542531,1,19,0.9496,18052,ok,,0.79,2026-05-05T04:49:09+00:00
394357918,1,39,0.9632,20126,ok,,0.66,2026-05-05T04:49:10+00:00
361711730,1,100,0.8644,19064,ok,,0.65,2026-05-05T04:49:11+00:00
358070912,1,63,0.8762,19107,ok,,0.66,2026-05-05T04:49:11+00:00
193634953,1,74,0.8327,19232,ok,,0.69,2026-05-05T04:49:12+00:00
37770169,1,33,0.9383,18609,ok,,0.67,2026-05-05T04:49:13+00:00
249812036,0,76,0.9759,19502,ok,,0.74,2026-05-05T04:49:13+00:00
233735068,0,16,0.8076,17765,ok,,0.69,2026-05-05T04:49:14+00:00
206466531,0,30,0.8364,19687,ok,,0.65,2026-05-05T04:49:15+00:00
150098860,1,2,0.9427,19737,ok,,0.81,2026-05-05T04:49:16+00:00
147340931,0,36,0.8589,18066,ok,,0.7,2026-05-05T04:49:16+00:00
300810086,0,10,0.8053,18900,ok,,0.7,2026-05-05T04:49:17+00:00
404505029,1,23,0.7318,19279,ok,,0.7,2026-05-05T04:49:18+00:00
314724818,0,65,0.9701,20085,ok,,0.75,2026-05-05T04:49:18+00:00
236387002,1,25,0.9491,18489,ok,,0.61,2026-05-05T04:49:21+00:00
279982557,0,17,0.7784,18012,ok,,0.65,2026-05-05T04:49:22+00:00
369861731,0,94,0.8274,18620,ok,,0.8,2026-05-05T04:49:23+00:00
380886535,0,30,0.8181,19687,ok,,0.75,2026-05-05T04:49:23+00:00
260298958,0,27,0.9569,17546,ok,,0.65,2026-05-05T04:49:25+00:00
310002617,1,40,0.9661,20309,ok,,0.62,2026-05-05T04:49:26+00:00
197959526,0,28,0.7531,18182,ok,,0.66,2026-05-05T04:49:27+00:00
155491828,0,34,0.9277,18231,ok,,0.63,2026-05-05T04:49:27+00:00
366563452,0,19,0.9473,18052,ok,,0.73,2026-05-05T04:49:28+00:00
262530407,1,2,0.9427,19737,ok,,0.65,2026-05-05T04:49:29+00:00
250484865,0,33,0.9383,18609,ok,,0.62,2026-05-05T04:49:33+00:00
137500798,0,40,0.9661,20309,ok,,0.71,2026-05-05T04:49:34+00:00
345333936,0,78,0.9752,13003,ok,,0.57,2026-05-05T04:49:35+00:00
74482749,0,36,0.8923,18066,ok,,0.63,2026-05-05T04:49:35+00:00
431999925,0,34,0.928,18231,ok,,0.7,2026-05-05T04:49:36+00:00
97700520,0,33,0.9382,18609,ok,,0.6,2026-05-05T04:49:37+00:00
312899686,0,82,0.9748,18619,ok,,0.62,2026-05-05T04:49:37+00:00
62530991,0,61,0.8535,18312,ok,,0.58,2026-05-05T04:49:38+00:00
439867639,1,31,0.8847,18314,ok,,0.6,2026-05-05T04:49:38+00:00
54085154,0,9,0.8852,18187,ok,,0.67,2026-05-05T04:49:39+00:00
323687123,1,45,0.8977,18089,ok,,0.65,2026-05-05T04:49:40+00:00
393251073,0,47,0.8171,19544,ok,,0.58,2026-05-05T04:49:40+00:00
17865622,1,56,0.9768,20079,ok,,0.63,2026-05-05T04:49:41+00:00
370745311,0,38,0.9629,19226,ok,,0.58,2026-05-05T04:49:41+00:00
437740083,0,84,0.7486,18545,ok,,0.67,2026-05-05T04:49:42+00:00
368739874,1,51,0.3816,17707,dropped_low_quality,,0.58,2026-05-05T04:49:43+00:00
140691463,1,9,0.8551,18187,ok,,0.78,2026-05-05T04:49:43+00:00
219854519,1,40,0.9661,20309,ok,,0.72,2026-05-05T04:49:44+00:00
289661991,1,47,0.8397,19544,ok,,0.82,2026-05-05T04:49:45+00:00
207141131,1,2,0.9427,19737,ok,,0.72,2026-05-05T04:49:46+00:00
240148934,0,44,0.9032,17466,ok,,0.66,2026-05-05T04:49:46+00:00
394561119,1,65,0.9683,20085,ok,,0.89,2026-05-05T04:49:47+00:00
295807723,0,75,0.9766,19947,ok,,0.79,2026-05-05T04:49:49+00:00
141488193,1,40,0.9661,20309,ok,,0.6,2026-05-05T04:49:52+00:00
341729521,0,34,0.925,18231,ok,,0.57,2026-05-05T04:49:53+00:00
253132689,0,38,0.9629,19226,ok,,0.56,2026-05-05T04:49:54+00:00
102734241,1,41,0.957,19149,ok,,0.67,2026-05-05T04:49:54+00:00
400476523,0,40,0.9661,20309,ok,,0.63,2026-05-05T04:49:57+00:00
24364065,0,40,0.9661,20309,ok,,0.62,2026-05-05T04:49:57+00:00
389900760,1,24,0.9646,19074,ok,,0.63,2026-05-05T04:49:58+00:00
89702406,0,37,0.8711,18249,ok,,0.82,2026-05-05T04:49:59+00:00
4070275,1,32,0.9162,18730,ok,,1.0,2026-05-05T04:50:00+00:00
400323948,0,38,0.9629,19226,ok,,0.75,2026-05-05T04:50:01+00:00
379931600,0,40,0.9661,20309,ok,,0.66,2026-05-05T04:50:01+00:00
407966340,1,32,0.9229,18730,ok,,0.66,2026-05-05T04:50:03+00:00
124709665,0,33,0.9383,18609,ok,,0.67,2026-05-05T04:50:03+00:00
136971594,0,55,0.9654,19562,ok,,0.67,2026-05-05T04:50:04+00:00
349786918,0,6,0.937,15678,ok,,0.8,2026-05-05T04:50:05+00:00
76923707,1,2,0.9427,19737,ok,,0.71,2026-05-05T04:50:06+00:00
230055368,1,22,0.8192,19579,ok,,0.72,2026-05-05T04:50:06+00:00
470974162,0,47,0.8497,19544,ok,,0.74,2026-05-05T04:50:07+00:00
319068154,0,77,0.6378,20209,ok,,0.66,2026-05-05T04:50:08+00:00
313891529,0,96,0.7861,18487,ok,,0.75,2026-05-05T04:50:08+00:00
170103435,0,7,0.9289,17612,ok,,0.83,2026-05-05T04:50:09+00:00
469184909,0,64,0.976,19385,ok,,0.66,2026-05-05T04:50:10+00:00
394722182,1,93,0.8203,18862,ok,,0.83,2026-05-05T04:50:11+00:00
194179013,0,93,0.8734,18862,ok,,0.65,2026-05-05T04:50:11+00:00
350995812,0,40,0.9661,20309,ok,,0.68,2026-05-05T04:50:12+00:00
341297143,0,82,0.9243,18619,ok,,1.52,2026-05-05T04:50:14+00:00
384045439,0,83,0.9651,17967,ok,,1.76,2026-05-05T04:50:15+00:00
89535068,0,37,0.8791,18249,ok,,1.85,2026-05-05T04:50:17+00:00
259126549,0,24,0.9646,19074,ok,,1.91,2026-05-05T04:50:19+00:00
188593930,0,29,0.7909,18864,ok,,1.88,2026-05-05T04:50:21+00:00
311121985,0,19,0.9429,18052,ok,,1.75,2026-05-05T04:50:23+00:00
232568235,1,24,0.9646,19074,ok,,1.84,2026-05-05T04:50:25+00:00
48188920,0,54,0.94,18890,ok,,1.86,2026-05-05T04:50:30+00:00
460140752,0,37,0.9506,18249,ok,,1.72,2026-05-05T04:50:32+00:00
285524410,0,88,0.9449,20000,ok,,1.88,2026-05-05T04:50:34+00:00
26054627,1,70,0.8407,18339,ok,,1.11,2026-05-05T04:50:35+00:00
329148988,1,24,0.9646,19074,ok,,0.59,2026-05-05T04:50:35+00:00
446549906,1,93,0.8575,18862,ok,,0.74,2026-05-05T04:50:36+00:00
427352241,0,6,0.9469,15678,ok,,0.59,2026-05-05T04:50:37+00:00
17005768,0,57,0.8688,20712,ok,,0.68,2026-05-05T04:50:37+00:00
353586703,0,73,0.6453,19337,ok,,0.61,2026-05-05T04:50:38+00:00
160162987,0,40,0.9661,20309,ok,,0.58,2026-05-05T04:50:39+00:00
169765334,1,69,0.8037,18569,ok,,0.75,2026-05-05T04:50:39+00:00
55652896,1,2,0.9427,19737,ok,,0.6,2026-05-05T04:50:41+00:00
29960110,1,31,0.8809,18314,ok,,0.59,2026-05-05T04:50:41+00:00
239977528,1,72,0.8277,18292,ok,,0.62,2026-05-05T04:50:42+00:00
470381900,1,19,0.9489,18052,ok,,0.59,2026-05-05T04:50:42+00:00
47617038,0,65,0.8391,20085,ok,,0.52,2026-05-05T04:50:43+00:00
151920165,1,63,0.9681,19107,ok,,0.59,2026-05-05T04:50:43+00:00
424699834,0,56,0.8914,20079,ok,,0.63,2026-05-05T04:50:44+00:00
7439481,0,38,0.9472,19226,ok,,0.63,2026-05-05T04:50:45+00:00
118327550,1,2,0.9427,19737,ok,,0.55,2026-05-05T04:50:45+00:00
313675203,0,65,0.9685,20085,ok,,0.58,2026-05-05T04:50:46+00:00
76420654,1,80,0.9243,19047,ok,,0.58,2026-05-05T04:50:46+00:00
370133522,1,27,0.9549,17546,ok,,0.57,2026-05-05T04:50:47+00:00
119292328,1,33,0.9383,18609,ok,,0.65,2026-05-05T04:50:48+00:00
424747720,0,13,0.8444,20479,ok,,0.65,2026-05-05T04:50:48+00:00
180987952,0,62,0.9466,18517,ok,,0.67,2026-05-05T04:50:49+00:00
167098530,0,55,0.7996,19562,ok,,0.63,2026-05-05T04:50:50+00:00
9348006,1,21,0.891,19694,ok,,0.62,2026-05-05T04:50:50+00:00
237751146,0,33,0.9356,18609,ok,,0.53,2026-05-05T04:50:51+00:00
198390247,1,14,0.9628,19337,ok,,0.55,2026-05-05T04:50:55+00:00
89510024,0,41,0.957,19149,ok,,0.6,2026-05-05T04:50:55+00:00
147895461,0,74,0.6259,19232,ok,,0.5,2026-05-05T04:50:56+00:00
271722899,0,27,0.8656,17546,ok,,0.61,2026-05-05T04:50:56+00:00
176831592,0,31,0.9099,18314,ok,,0.53,2026-05-05T04:50:57+00:00
180695581,1,22,0.866,19579,ok,,0.61,2026-05-05T04:50:58+00:00
286201103,1,41,0.957,19149,ok,,0.65,2026-05-05T04:50:58+00:00
91987762,1,45,0.8982,18089,ok,,0.55,2026-05-05T04:50:59+00:00
158025009,1,16,0.8718,17765,ok,,0.63,2026-05-05T04:50:59+00:00
37749396,1,70,0.7865,18339,ok,,0.53,2026-05-05T04:51:00+00:00
287145649,1,63,0.8956,19107,ok,,0.56,2026-05-05T04:51:00+00:00
97766057,1,39,0.9108,20126,ok,,0.59,2026-05-05T04:51:01+00:00
24358417,1,32,0.9383,18730,ok,,0.59,2026-05-05T04:51:02+00:00
15682927,0,82,0.9748,18619,ok,,0.58,2026-05-05T04:51:02+00:00
40779013,0,55,0.9654,19562,ok,,0.53,2026-05-05T04:51:03+00:00
188570092,1,92,0.8291,19207,ok,,0.59,2026-05-05T04:51:03+00:00
258514800,1,17,0.7934,18012,ok,,0.65,2026-05-05T04:51:04+00:00
459837008,1,25,0.9491,18489,ok,,0.53,2026-05-05T04:51:05+00:00
382188882,0,6,0.9356,15678,ok,,0.7,2026-05-05T04:51:06+00:00
287474726,0,34,0.9294,18231,ok,,0.59,2026-05-05T04:51:06+00:00
139118482,0,49,0.688,19331,ok,,0.53,2026-05-05T04:51:07+00:00
285542903,0,78,0.9752,13003,ok,,0.6,2026-05-05T04:51:08+00:00
48476907,0,9,0.8596,18187,ok,,0.54,2026-05-05T04:51:08+00:00
296898634,0,75,0.9766,19947,ok,,0.57,2026-05-05T04:51:09+00:00
256349966,0,78,0.9752,13003,ok,,0.53,2026-05-05T04:51:09+00:00
190743990,0,83,0.9651,17967,ok,,0.6,2026-05-05T04:51:10+00:00
142387023,1,41,0.957,19149,ok,,0.62,2026-05-05T04:51:10+00:00
93963408,0,34,0.9285,18231,ok,,0.51,2026-05-05T04:51:11+00:00
324395151,0,38,0.9629,19226,ok,,0.61,2026-05-05T04:51:12+00:00
464300749,1,64,0.976,19385,ok,,0.62,2026-05-05T04:51:12+00:00
431899140,0,59,0.8656,19029,ok,,0.58,2026-05-05T04:51:13+00:00
468472950,0,56,0.9524,20079,ok,,0.6,2026-05-05T04:51:13+00:00
325172035,0,38,0.9629,19226,ok,,0.58,2026-05-05T04:51:14+00:00
328750515,0,56,0.9768,20079,ok,,0.51,2026-05-05T04:51:16+00:00
64836837,0,83,0.9651,17967,ok,,0.57,2026-05-05T04:51:16+00:00
408203470,0,41,0.957,19149,ok,,0.67,2026-05-05T04:51:17+00:00
264678534,1,19,0.9473,18052,ok,,0.59,2026-05-05T04:51:17+00:00
348844154,0,13,0.8534,20479,ok,,0.6,2026-05-05T04:51:18+00:00
83092282,1,34,0.9332,18231,ok,,0.52,2026-05-05T04:51:19+00:00
120826158,1,40,0.9661,20309,ok,,0.6,2026-05-05T04:51:19+00:00
446549905,0,27,0.9549,17546,ok,,0.56,2026-05-05T04:51:20+00:00
330332501,0,56,0.9768,20079,ok,,0.54,2026-05-05T04:51:20+00:00
82302240,0,62,0.9149,18517,ok,,0.55,2026-05-05T04:51:21+00:00
165464482,1,49,0.7144,19331,ok,,0.54,2026-05-05T04:51:21+00:00
100589632,0,87,0.777,19370,ok,,0.62,2026-05-05T04:51:22+00:00
148673433,1,22,0.82,19579,ok,,0.56,2026-05-05T04:51:23+00:00
239638934,0,83,0.9651,17967,ok,,0.55,2026-05-05T04:51:23+00:00
49254857,1,64,0.8958,19385,ok,,0.57,2026-05-05T04:51:24+00:00
268405086,0,20,0.9398,18954,ok,,0.61,2026-05-05T04:51:24+00:00
298663873,1,16,0.8575,17765,ok,,0.59,2026-05-05T04:51:26+00:00
450327768,0,48,0.7691,20202,ok,,0.53,2026-05-05T04:51:27+00:00
430528566,0,56,0.9768,20079,ok,,0.71,2026-05-05T04:51:27+00:00
229536616,0,41,0.957,19149,ok,,0.55,2026-05-05T04:51:28+00:00
127530399,1,38,0.949,19226,ok,,0.58,2026-05-05T04:51:28+00:00
336128819,1,26,0.9619,17909,ok,,0.57,2026-05-05T04:51:29+00:00
284441182,1,18,0.8738,17554,ok,,0.54,2026-05-05T04:51:30+00:00
101497191,0,9,0.8596,18187,ok,,0.61,2026-05-05T04:51:30+00:00
29374525,0,71,0.8037,18677,ok,,0.51,2026-05-05T04:51:31+00:00
33091633,0,33,0.9352,18609,ok,,0.58,2026-05-05T04:51:31+00:00
274942910,0,82,0.9748,18619,ok,,0.58,2026-05-05T04:51:32+00:00
300038935,1,1,0.9265,20076,ok,,0.61,2026-05-05T04:51:32+00:00
96291218,0,44,0.929,17466,ok,,0.65,2026-05-05T04:51:33+00:00
460205581,1,37,0.9294,18249,ok,,0.55,2026-05-05T04:51:34+00:00
172110606,0,20,0.8813,18954,ok,,0.59,2026-05-05T04:51:34+00:00
198385543,1,20,0.9398,18954,ok,,0.53,2026-05-05T04:51:35+00:00
364186197,1,18,0.8766,17554,ok,,0.53,2026-05-05T04:51:35+00:00
307809773,1,43,0.9102,17804,ok,,0.58,2026-05-05T04:51:36+00:00
317060587,1,1,0.9265,20076,ok,,0.61,2026-05-05T04:51:37+00:00
224313733,0,51,0.7192,17707,ok,,0.57,2026-05-05T04:51:39+00:00
178819686,1,64,0.899,19385,ok,,0.53,2026-05-05T04:51:40+00:00
300011941,0,1,0.9265,20076,ok,,0.6,2026-05-05T04:51:40+00:00
412014494,0,27,0.8881,17546,ok,,0.56,2026-05-05T04:51:41+00:00
289316336,0,54,0.9491,18890,ok,,0.54,2026-05-05T04:51:42+00:00
4897275,1,21,0.8911,19694,ok,,0.56,2026-05-05T04:51:42+00:00
393940766,1,95,0.8288,18167,ok,,0.5,2026-05-05T04:51:43+00:00
438295981,0,33,0.9345,18609,ok,,0.55,2026-05-05T04:51:43+00:00
190496853,1,89,0.971,20745,ok,,0.54,2026-05-05T04:51:45+00:00
157568289,0,33,0.9383,18609,ok,,0.51,2026-05-05T04:51:46+00:00
233602827,1,14,0.9628,19337,ok,,0.55,2026-05-05T04:51:47+00:00
322807371,1,63,0.8993,19107,ok,,0.51,2026-05-05T04:51:47+00:00
33690636,0,33,0.9383,18609,ok,,0.58,2026-05-05T04:51:48+00:00
309257814,0,31,0.9028,18314,ok,,0.56,2026-05-05T04:51:49+00:00
88902249,1,65,0.8391,20085,ok,,0.54,2026-05-05T04:51:49+00:00
371210825,0,44,0.9034,17466,ok,,0.52,2026-05-05T04:51:50+00:00
207468071,1,24,0.8599,19074,ok,,0.51,2026-05-05T04:51:51+00:00
237222864,1,14,0.9628,19337,ok,,0.57,2026-05-05T04:51:51+00:00
439366538,1,92,0.8523,19207,ok,,0.54,2026-05-05T04:51:52+00:00
256722647,1,58,0.9529,19962,ok,,0.51,2026-05-05T04:51:52+00:00
219821826,0,24,0.9646,19074,ok,,0.59,2026-05-05T04:51:53+00:00
175310067,0,34,0.9313,18231,ok,,0.47,2026-05-05T04:51:53+00:00
55383975,0,5,0.8992,18944,ok,,0.54,2026-05-05T04:51:54+00:00
452006073,1,64,0.976,19385,ok,,0.53,2026-05-05T04:51:54+00:00
298666530,0,16,0.8241,17765,ok,,0.6,2026-05-05T04:51:55+00:00
41330864,0,75,0.9509,19947,ok,,0.56,2026-05-05T04:51:56+00:00
262530873,0,69,0.7577,18569,ok,,0.78,2026-05-05T04:51:56+00:00
336267424,0,40,0.9661,20309,ok,,0.71,2026-05-05T04:51:57+00:00
158588995,1,36,0.8607,18066,ok,,0.57,2026-05-05T04:51:58+00:00
335590096,1,63,0.8998,19107,ok,,0.66,2026-05-05T04:51:58+00:00
153078576,1,31,0.9124,18314,ok,,0.66,2026-05-05T04:51:59+00:00
52005579,1,57,0.8688,20712,ok,,0.59,2026-05-05T04:52:00+00:00
382474101,0,2,0.8922,19737,ok,,0.62,2026-05-05T04:52:00+00:00
115564354,0,59,0.8797,19029,ok,,0.55,2026-05-05T04:52:01+00:00
27649847,1,7,0.9291,17612,ok,,0.73,2026-05-05T04:52:01+00:00
373424049,0,9,0.9098,18187,ok,,0.69,2026-05-05T04:52:02+00:00
233684822,0,14,0.9628,19337,ok,,0.66,2026-05-05T04:52:03+00:00
40954422,0,74,0.9772,19232,ok,,0.67,2026-05-05T04:52:03+00:00
117979694,0,32,0.938,18730,ok,,0.64,2026-05-05T04:52:04+00:00
131419878,0,34,0.9332,18231,ok,,0.58,2026-05-05T04:52:05+00:00
258777134,0,-1,0.0,0,no_fits,,0.58,2026-05-05T04:52:05+00:00
167031605,0,33,0.9343,18609,ok,,0.56,2026-05-05T04:52:06+00:00
415741431,0,57,0.8688,20712,ok,,0.61,2026-05-05T04:52:06+00:00
440887364,1,38,0.9504,19226,ok,,0.64,2026-05-05T04:52:08+00:00
305943739,0,40,0.9661,20309,ok,,0.64,2026-05-05T04:52:08+00:00
124379043,1,87,0.747,19370,ok,,0.63,2026-05-05T04:52:09+00:00
288471040,0,47,0.8421,19544,ok,,0.61,2026-05-05T04:52:10+00:00
48276576,0,89,0.9737,20745,ok,,0.77,2026-05-05T04:52:10+00:00
106114491,0,74,0.9772,19232,ok,,0.74,2026-05-05T04:52:11+00:00
250111245,1,92,0.8056,19207,ok,,0.7,2026-05-05T04:52:14+00:00
396133015,1,56,0.9768,20079,ok,,0.69,2026-05-05T04:52:14+00:00
304042899,0,37,0.9506,18249,ok,,0.63,2026-05-05T04:52:15+00:00
382602147,1,28,0.8346,18182,ok,,0.59,2026-05-05T04:52:16+00:00
229400092,1,24,0.9646,19074,ok,,0.74,2026-05-05T04:52:16+00:00
219016883,1,76,0.6814,19502,ok,,0.58,2026-05-05T04:52:17+00:00
387834907,0,18,0.8766,17554,ok,,0.7,2026-05-05T04:52:20+00:00
166190643,0,75,0.9766,19947,ok,,0.66,2026-05-05T04:52:20+00:00
356235833,0,26,0.9619,17909,ok,,0.55,2026-05-05T04:52:22+00:00
335630746,1,37,0.8514,18249,ok,,0.58,2026-05-05T04:52:23+00:00
159334269,0,53,0.9623,17992,ok,,0.65,2026-05-05T04:52:23+00:00
328934463,1,50,0.5575,18896,ok,,0.65,2026-05-05T04:52:24+00:00
202428245,0,23,0.75,19279,ok,,0.56,2026-05-05T04:52:24+00:00
